

#
# Macro definitions
#
$catalogVersion=catalogVersion(catalog(id[default='outdoors']),version[default='Staged'])[unique=true,default='outdoors:Staged']
$prices=europe1Prices[translator=de.hybris.platform.europe1.jalo.impex.Europe1PricesTranslator]
$baseProduct=baseProduct(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$supercategories=supercategories(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$picture=picture(code,$catalogVersion)
$thumbnail=thumbnail(code,$catalogVersion)
$medias=medias(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$gallery=galleryImages(qualifier,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))


#
# Create variant product type Shoes
#
$impex.legacy.scripting=true;
#%import de.hybris.platform.jalo.type.Type;
#%import de.hybris.platform.jalo.type.TypeManager;
#%import java.util.Collections;
#%import java.util.Map;
#%import de.hybris.platform.jalo.SessionContext;
#%import de.hybris.platform.jalo.JaloSession;
#%import de.hybris.platform.jalo.c2l.C2LManager;
#%import de.hybris.platform.jalo.type.AttributeDescriptor;
#%import de.hybris.platform.jalo.type.JaloDuplicateQualifierException;
#%import de.hybris.platform.variants.jalo.VariantAttributeDescriptor;
#%import de.hybris.platform.variants.jalo.VariantType;
#%import de.hybris.platform.variants.jalo.VariantsManager;

#%Type stringType = TypeManager.getInstance().getType("java.lang.String");
#%Type locStringType = TypeManager.getInstance().getType("localized:java.lang.String");
#%Map emptyDefaultValue = Collections.EMPTY_MAP;
#%SessionContext en = JaloSession.getCurrentSession().createSessionContext();
#%en.setLanguage(C2LManager.getInstance().getLanguageByIsoCode("en"));
#%SessionContext noLang = JaloSession.getCurrentSession().createSessionContext();
#%noLang.setLanguage(null);
#// Shoes
#%VariantType vt = VariantsManager.getInstance().createVariantType("Shoes");
#%vt.getAttributeDescriptor("code").setUnique(true);
#%vt.getAttributeDescriptor("catalogVersion").setUnique(true);
#%vt.setName(en, "Shoe");
#%VariantAttributeDescriptor vad = vt.createVariantAttributeDescriptor("size", stringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Size");
#%vad.setPosition(0);
#%vad = vt.createVariantAttributeDescriptor("color", locStringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Color");
#%vad.setPosition(1);
#%vad.setDefaultValue(noLang, emptyDefaultValue);



INSERT_UPDATE Tax;code[unique=true];name[lang=de];name[lang=en];value;currency(isocode)
;VAT_FULL;MwSt voll;VAT full;19;
;VAT_HALF;MwSt halb;VAT half;7;

INSERT_UPDATE ProductTaxGroup;code[unique=true];name[lang=de];name[lang=en];
;Tax_Full;voller Steuersatz;full tax rate;
;Tax_Half;halber Steuersatz;half tax rate;

INSERT_UPDATE TaxRow;pg(code)[unique=true];tax(code)[unique=true];value;currency(isocode);
;Tax_Full;VAT_FULL;19;
;Tax_Half;VAT_HALF;7;

#
# Create a catalog
#
INSERT_UPDATE Catalog;id[unique=true];name[lang=en];name[lang=de];
;outdoors;Outdoors;Outdoors

#
# Create a catalog version
#
INSERT_UPDATE CatalogVersion;catalog(id)[unique=true];version[unique=true];active;writePrincipals(uid)[default=productmanagergroup];
;outdoors;Staged;true;productmanagergroup,productmanager;
;outdoors;Online;false;productmanagergroup,productmanager;

#
# Create a category
#
INSERT_UPDATE Category;code[unique=true];allowedPrincipals(uid);$catalogVersion;name[lang=de];name[lang=en];description[lang=de];description[lang=en];$supercategories;
;"Nairobi Green.jpg";outdoors:Staged;image/jpg;product;"Nairobi Green.jpg";
;"Nairobi Green.jpg";outdoors:Online;image/jpg;product;"Nairobi Green.jpg";
;"Nairobi Green.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Nairobi Green.thumbnail.jpg";
;"Nairobi Green.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Nairobi Green.thumbnail.jpg";



;"Nairobi Pink.jpg";outdoors:Staged;image/jpg;product;"Nairobi Pink.jpg";
;"Nairobi Pink.jpg";outdoors:Online;image/jpg;product;"Nairobi Pink.jpg";
;"Nairobi Pink.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Nairobi Pink.thumbnail.jpg";
;"Nairobi Pink.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Nairobi Pink.thumbnail.jpg";



;"Mombassa Pink.jpg";outdoors:Staged;image/jpg;product;"Mombassa Pink.jpg";
;"Mombassa Pink.jpg";outdoors:Online;image/jpg;product;"Mombassa Pink.jpg";
;"Mombassa Pink.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Mombassa Pink.thumbnail.jpg";
;"Mombassa Pink.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Mombassa Pink.thumbnail.jpg";



;"Mombassa Pink.jpg";outdoors:Staged;image/jpg;product;"Mombassa Pink.jpg";
;"Mombassa Pink.jpg";outdoors:Online;image/jpg;product;"Mombassa Pink.jpg";
;"Mombassa Pink.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Mombassa Pink.thumbnail.jpg";
;"Mombassa Pink.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Mombassa Pink.thumbnail.jpg";



;"Mombassa Purple.jpg";outdoors:Staged;image/jpg;product;"Mombassa Purple.jpg";
;"Mombassa Purple.jpg";outdoors:Online;image/jpg;product;"Mombassa Purple.jpg";
;"Mombassa Purple.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Mombassa Purple.thumbnail.jpg";
;"Mombassa Purple.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Mombassa Purple.thumbnail.jpg";



;"Cajamara.jpg";outdoors:Staged;image/jpg;product;"Cajamara.jpg";
;"Cajamara.jpg";outdoors:Online;image/jpg;product;"Cajamara.jpg";
;"Cajamara.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Cajamara.thumbnail.jpg";
;"Cajamara.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Cajamara.thumbnail.jpg";



;"Tacna.jpg";outdoors:Staged;image/jpg;product;"Tacna.jpg";
;"Tacna.jpg";outdoors:Online;image/jpg;product;"Tacna.jpg";
;"Tacna.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Tacna.thumbnail.jpg";
;"Tacna.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Tacna.thumbnail.jpg";



;"Whistler.jpg";outdoors:Staged;image/jpg;product;"Whistler.jpg";
;"Whistler.jpg";outdoors:Online;image/jpg;product;"Whistler.jpg";
;"Whistler.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Whistler.thumbnail.jpg";
;"Whistler.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Whistler.thumbnail.jpg";



;"Blackcomb.jpg";outdoors:Staged;image/jpg;product;"Blackcomb.jpg";
;"Blackcomb.jpg";outdoors:Online;image/jpg;product;"Blackcomb.jpg";
;"Blackcomb.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Blackcomb.thumbnail.jpg";
;"Blackcomb.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Blackcomb.thumbnail.jpg";



;"Banff.jpg";outdoors:Staged;image/jpg;product;"Banff.jpg";
;"Banff.jpg";outdoors:Online;image/jpg;product;"Banff.jpg";
;"Banff.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Banff.thumbnail.jpg";
;"Banff.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Banff.thumbnail.jpg";



;"Fernie.jpg";outdoors:Staged;image/jpg;product;"Fernie.jpg";
;"Fernie.jpg";outdoors:Online;image/jpg;product;"Fernie.jpg";
;"Fernie.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Fernie.thumbnail.jpg";
;"Fernie.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Fernie.thumbnail.jpg";



;"Kamloops.jpg";outdoors:Staged;image/jpg;product;"Kamloops.jpg";
;"Kamloops.jpg";outdoors:Online;image/jpg;product;"Kamloops.jpg";
;"Kamloops.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Kamloops.thumbnail.jpg";
;"Kamloops.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Kamloops.thumbnail.jpg";



;"Kawartha.jpg";outdoors:Staged;image/jpg;product;"Kawartha.jpg";
;"Kawartha.jpg";outdoors:Online;image/jpg;product;"Kawartha.jpg";
;"Kawartha.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Kawartha.thumbnail.jpg";
;"Kawartha.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Kawartha.thumbnail.jpg";



;"Kelowna.jpg";outdoors:Staged;image/jpg;product;"Kelowna.jpg";
;"Kelowna.jpg";outdoors:Online;image/jpg;product;"Kelowna.jpg";
;"Kelowna.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Kelowna.thumbnail.jpg";
;"Kelowna.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Kelowna.thumbnail.jpg";



;"Mont Tremblant.jpg";outdoors:Staged;image/jpg;product;"Mont Tremblant.jpg";
;"Mont Tremblant.jpg";outdoors:Online;image/jpg;product;"Mont Tremblant.jpg";
;"Mont Tremblant.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Mont Tremblant.thumbnail.jpg";
;"Mont Tremblant.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Mont Tremblant.thumbnail.jpg";



;"Tobermory.jpg";outdoors:Staged;image/jpg;product;"Tobermory.jpg";
;"Tobermory.jpg";outdoors:Online;image/jpg;product;"Tobermory.jpg";
;"Tobermory.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Tobermory.thumbnail.jpg";
;"Tobermory.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Tobermory.thumbnail.jpg";



;"Lagos.jpg";outdoors:Staged;image/jpg;product;"Lagos.jpg";
;"Lagos.jpg";outdoors:Online;image/jpg;product;"Lagos.jpg";
;"Lagos.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Lagos.thumbnail.jpg";
;"Lagos.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Lagos.thumbnail.jpg";



;"Abidjan Red.jpg";outdoors:Staged;image/jpg;product;"Abidjan Red.jpg";
;"Abidjan Red.jpg";outdoors:Online;image/jpg;product;"Abidjan Red.jpg";
;"Abidjan Red.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Abidjan Red.thumbnail.jpg";
;"Abidjan Red.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Abidjan Red.thumbnail.jpg";



;"Abidjan Red.jpg";outdoors:Staged;image/jpg;product;"Abidjan Red.jpg";
;"Abidjan Red.jpg";outdoors:Online;image/jpg;product;"Abidjan Red.jpg";
;"Abidjan Red.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Abidjan Red.thumbnail.jpg";
;"Abidjan Red.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Abidjan Red.thumbnail.jpg";



;"Abidjan Blue.jpg";outdoors:Staged;image/jpg;product;"Abidjan Blue.jpg";
;"Abidjan Blue.jpg";outdoors:Online;image/jpg;product;"Abidjan Blue.jpg";
;"Abidjan Blue.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Abidjan Blue.thumbnail.jpg";
;"Abidjan Blue.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Abidjan Blue.thumbnail.jpg";



;"Brazzaville Warm.jpg";outdoors:Staged;image/jpg;product;"Brazzaville Warm.jpg";
;"Brazzaville Warm.jpg";outdoors:Online;image/jpg;product;"Brazzaville Warm.jpg";
;"Brazzaville Warm.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Brazzaville Warm.thumbnail.jpg";
;"Brazzaville Warm.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Brazzaville Warm.thumbnail.jpg";



;"Brazzaville Warm.jpg";outdoors:Staged;image/jpg;product;"Brazzaville Warm.jpg";
;"Brazzaville Warm.jpg";outdoors:Online;image/jpg;product;"Brazzaville Warm.jpg";
;"Brazzaville Warm.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Brazzaville Warm.thumbnail.jpg";
;"Brazzaville Warm.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Brazzaville Warm.thumbnail.jpg";



;"Brazzaville Cold.jpg";outdoors:Staged;image/jpg;product;"Brazzaville Cold.jpg";
;"Brazzaville Cold.jpg";outdoors:Online;image/jpg;product;"Brazzaville Cold.jpg";
;"Brazzaville Cold.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Brazzaville Cold.thumbnail.jpg";
;"Brazzaville Cold.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Brazzaville Cold.thumbnail.jpg";



;"Irian Jaya.jpg";outdoors:Staged;image/jpg;product;"Irian Jaya.jpg";
;"Irian Jaya.jpg";outdoors:Online;image/jpg;product;"Irian Jaya.jpg";
;"Irian Jaya.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Irian Jaya.thumbnail.jpg";
;"Irian Jaya.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Irian Jaya.thumbnail.jpg";



;"Raja Ampat.jpg";outdoors:Staged;image/jpg;product;"Raja Ampat.jpg";
;"Raja Ampat.jpg";outdoors:Online;image/jpg;product;"Raja Ampat.jpg";
;"Raja Ampat.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Raja Ampat.thumbnail.jpg";
;"Raja Ampat.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Raja Ampat.thumbnail.jpg";



;"Sumatra.jpg";outdoors:Staged;image/jpg;product;"Sumatra.jpg";
;"Sumatra.jpg";outdoors:Online;image/jpg;product;"Sumatra.jpg";
;"Sumatra.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Sumatra.thumbnail.jpg";
;"Sumatra.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Sumatra.thumbnail.jpg";



;"Timor.jpg";outdoors:Staged;image/jpg;product;"Timor.jpg";
;"Timor.jpg";outdoors:Online;image/jpg;product;"Timor.jpg";
;"Timor.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Timor.thumbnail.jpg";
;"Timor.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Timor.thumbnail.jpg";



;"Montevideo.jpg";outdoors:Staged;image/jpg;product;"Montevideo.jpg";
;"Montevideo.jpg";outdoors:Online;image/jpg;product;"Montevideo.jpg";
;"Montevideo.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Montevideo.thumbnail.jpg";
;"Montevideo.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Montevideo.thumbnail.jpg";



;"Baffin.jpg";outdoors:Staged;image/jpg;product;"Baffin.jpg";
;"Baffin.jpg";outdoors:Online;image/jpg;product;"Baffin.jpg";
;"Baffin.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Baffin.thumbnail.jpg";
;"Baffin.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Baffin.thumbnail.jpg";



;"Montreal Red.jpg";outdoors:Staged;image/jpg;product;"Montreal Red.jpg";
;"Montreal Red.jpg";outdoors:Online;image/jpg;product;"Montreal Red.jpg";
;"Montreal Red.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Montreal Red.thumbnail.jpg";
;"Montreal Red.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Montreal Red.thumbnail.jpg";



;"Montreal Red.jpg";outdoors:Staged;image/jpg;product;"Montreal Red.jpg";
;"Montreal Red.jpg";outdoors:Online;image/jpg;product;"Montreal Red.jpg";
;"Montreal Red.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Montreal Red.thumbnail.jpg";
;"Montreal Red.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Montreal Red.thumbnail.jpg";



;"Montreal Pink.jpg";outdoors:Staged;image/jpg;product;"Montreal Pink.jpg";
;"Montreal Pink.jpg";outdoors:Online;image/jpg;product;"Montreal Pink.jpg";
;"Montreal Pink.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Montreal Pink.thumbnail.jpg";
;"Montreal Pink.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Montreal Pink.thumbnail.jpg";



;"Montreal Blue.jpg";outdoors:Staged;image/jpg;product;"Montreal Blue.jpg";
;"Montreal Blue.jpg";outdoors:Online;image/jpg;product;"Montreal Blue.jpg";
;"Montreal Blue.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Montreal Blue.thumbnail.jpg";
;"Montreal Blue.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Montreal Blue.thumbnail.jpg";



;"Halifax.jpg";outdoors:Staged;image/jpg;product;"Halifax.jpg";
;"Halifax.jpg";outdoors:Online;image/jpg;product;"Halifax.jpg";
;"Halifax.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Halifax.thumbnail.jpg";
;"Halifax.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Halifax.thumbnail.jpg";



;"Sherbrooke.jpg";outdoors:Staged;image/jpg;product;"Sherbrooke.jpg";
;"Sherbrooke.jpg";outdoors:Online;image/jpg;product;"Sherbrooke.jpg";
;"Sherbrooke.thumbnail.jpg";outdoors:Staged;image/jpg;thumbnail;"Sherbrooke.thumbnail.jpg";
;"Sherbrooke.thumbnail.jpg";outdoors:Online;image/jpg;thumbnail;"Sherbrooke.thumbnail.jpg";



;"Sparrow.png";outdoors:Staged;image/jpg;product;"Sparrow.png";
;"Sparrow.png";outdoors:Online;image/jpg;product;"Sparrow.png";
;"Sparrow.thumbnail.png";outdoors:Staged;image/jpg;thumbnail;"Sparrow.thumbnail.png";
;"Sparrow.thumbnail.png";outdoors:Online;image/jpg;thumbnail;"Sparrow.thumbnail.png";



#
# Creating media containers
#
INSERT_UPDATE MediaContainer;qualifier[unique=true];$catalogVersion;$medias;



;"320984-media";outdoors:Staged;"Ashanti.jpg:outdoors:Staged,Ashanti.thumbnail.jpg:outdoors:Staged";
;"320984-media";outdoors:Online;"Ashanti.jpg:outdoors:Online,Ashanti.thumbnail.jpg:outdoors:Online";



;"023984-media";outdoors:Staged;"Bambara.jpg:outdoors:Staged,Bambara.thumbnail.jpg:outdoors:Staged";
;"023984-media";outdoors:Online;"Bambara.jpg:outdoors:Online,Bambara.thumbnail.jpg:outdoors:Online";



;"48576-media";outdoors:Staged;"Jola Blue.jpg:outdoors:Staged,Jola Blue.thumbnail.jpg:outdoors:Staged";
;"48576-media";outdoors:Online;"Jola Blue.jpg:outdoors:Online,Jola Blue.thumbnail.jpg:outdoors:Online";



;"48576.1-media";outdoors:Staged;"Jola Blue.jpg:outdoors:Staged,Jola Blue.thumbnail.jpg:outdoors:Staged";
;"48576.1-media";outdoors:Online;"Jola Blue.jpg:outdoors:Online,Jola Blue.thumbnail.jpg:outdoors:Online";



;"48576.2-media";outdoors:Staged;"Jola Green.jpg:outdoors:Staged,Jola Green.thumbnail.jpg:outdoors:Staged";
;"48576.2-media";outdoors:Online;"Jola Green.jpg:outdoors:Online,Jola Green.thumbnail.jpg:outdoors:Online";



;"934875-media";outdoors:Staged;"Marka Red.jpg:outdoors:Staged,Marka Red.thumbnail.jpg:outdoors:Staged";
;"934875-media";outdoors:Online;"Marka Red.jpg:outdoors:Online,Marka Red.thumbnail.jpg:outdoors:Online";



;"934875.1-media";outdoors:Staged;"Marka Red.jpg:outdoors:Staged,Marka Red.thumbnail.jpg:outdoors:Staged";
;"934875.1-media";outdoors:Online;"Marka Red.jpg:outdoors:Online,Marka Red.thumbnail.jpg:outdoors:Online";



;"934875.2-media";outdoors:Staged;"Marka Blue.jpg:outdoors:Staged,Marka Blue.thumbnail.jpg:outdoors:Staged";
;"934875.2-media";outdoors:Online;"Marka Blue.jpg:outdoors:Online,Marka Blue.thumbnail.jpg:outdoors:Online";



;"38746-media";outdoors:Staged;"Tuareg.jpg:outdoors:Staged,Tuareg.thumbnail.jpg:outdoors:Staged";
;"38746-media";outdoors:Online;"Tuareg.jpg:outdoors:Online,Tuareg.thumbnail.jpg:outdoors:Online";



;"834765-media";outdoors:Staged;"Fulani.jpg:outdoors:Staged,Fulani.thumbnail.jpg:outdoors:Staged";
;"834765-media";outdoors:Online;"Fulani.jpg:outdoors:Online,Fulani.thumbnail.jpg:outdoors:Online";



;"8376-media";outdoors:Staged;"Edmonton.jpg:outdoors:Staged,Edmonton.thumbnail.jpg:outdoors:Staged";
;"8376-media";outdoors:Online;"Edmonton.jpg:outdoors:Online,Edmonton.thumbnail.jpg:outdoors:Online";



;"29387-media";outdoors:Staged;"Bora Bora.jpg:outdoors:Staged,Bora Bora.thumbnail.jpg:outdoors:Staged";
;"29387-media";outdoors:Online;"Bora Bora.jpg:outdoors:Online,Bora Bora.thumbnail.jpg:outdoors:Online";



;"3987445-media";outdoors:Staged;"Maui.jpg:outdoors:Staged,Maui.thumbnail.jpg:outdoors:Staged";
;"3987445-media";outdoors:Online;"Maui.jpg:outdoors:Online,Maui.thumbnail.jpg:outdoors:Online";



;"5786438-media";outdoors:Staged;"Norfolk.jpg:outdoors:Staged,Norfolk.thumbnail.jpg:outdoors:Staged";
;"5786438-media";outdoors:Online;"Norfolk.jpg:outdoors:Online,Norfolk.thumbnail.jpg:outdoors:Online";



;"843765-media";outdoors:Staged;"Palau Red.jpg:outdoors:Staged,Palau Red.thumbnail.jpg:outdoors:Staged";
;"843765-media";outdoors:Online;"Palau Red.jpg:outdoors:Online,Palau Red.thumbnail.jpg:outdoors:Online";



;"843765.1-media";outdoors:Staged;"Palau Red.jpg:outdoors:Staged,Palau Red.thumbnail.jpg:outdoors:Staged";
;"843765.1-media";outdoors:Online;"Palau Red.jpg:outdoors:Online,Palau Red.thumbnail.jpg:outdoors:Online";



;"843765.2-media";outdoors:Staged;"Palau Black.jpg:outdoors:Staged,Palau Black.thumbnail.jpg:outdoors:Staged";
;"843765.2-media";outdoors:Online;"Palau Black.jpg:outdoors:Online,Palau Black.thumbnail.jpg:outdoors:Online";



;"657438-media";outdoors:Staged;"Tupai.jpg:outdoors:Staged,Tupai.thumbnail.jpg:outdoors:Staged";
;"657438-media";outdoors:Online;"Tupai.jpg:outdoors:Online,Tupai.thumbnail.jpg:outdoors:Online";



;"346382-media";outdoors:Staged;"Fiji Blue.jpg:outdoors:Staged,Fiji Blue.thumbnail.jpg:outdoors:Staged";
;"346382-media";outdoors:Online;"Fiji Blue.jpg:outdoors:Online,Fiji Blue.thumbnail.jpg:outdoors:Online";



;"346382.1-media";outdoors:Staged;"Fiji Blue.jpg:outdoors:Staged,Fiji Blue.thumbnail.jpg:outdoors:Staged";
;"346382.1-media";outdoors:Online;"Fiji Blue.jpg:outdoors:Online,Fiji Blue.thumbnail.jpg:outdoors:Online";



;"346382.2-media";outdoors:Staged;"Fiji Red.jpg:outdoors:Staged,Fiji Red.thumbnail.jpg:outdoors:Staged";
;"346382.2-media";outdoors:Online;"Fiji Red.jpg:outdoors:Online,Fiji Red.thumbnail.jpg:outdoors:Online";



;"57384-media";outdoors:Staged;"Tahiti.jpg:outdoors:Staged,Tahiti.thumbnail.jpg:outdoors:Staged";
;"57384-media";outdoors:Online;"Tahiti.jpg:outdoors:Online,Tahiti.thumbnail.jpg:outdoors:Online";



;"324987-media";outdoors:Staged;"Tonga.jpg:outdoors:Staged,Tonga.thumbnail.jpg:outdoors:Staged";
;"324987-media";outdoors:Online;"Tonga.jpg:outdoors:Online,Tonga.thumbnail.jpg:outdoors:Online";



;"397122-media";outdoors:Staged;"Calgary.jpg:outdoors:Staged,Calgary.thumbnail.jpg:outdoors:Staged";
;"397122-media";outdoors:Online;"Calgary.jpg:outdoors:Online,Calgary.thumbnail.jpg:outdoors:Online";



;"384623-media";outdoors:Staged;"Saskatoon Purple.jpg:outdoors:Staged,Saskatoon Purple.thumbnail.jpg:outdoors:Staged";
;"384623-media";outdoors:Online;"Saskatoon Purple.jpg:outdoors:Online,Saskatoon Purple.thumbnail.jpg:outdoors:Online";



;"384623.1-media";outdoors:Staged;"Saskatoon Purple.jpg:outdoors:Staged,Saskatoon Purple.thumbnail.jpg:outdoors:Staged";
;"384623.1-media";outdoors:Online;"Saskatoon Purple.jpg:outdoors:Online,Saskatoon Purple.thumbnail.jpg:outdoors:Online";



;"384623.2-media";outdoors:Staged;"Saskatoon Blue.jpg:outdoors:Staged,Saskatoon Blue.thumbnail.jpg:outdoors:Staged";
;"384623.2-media";outdoors:Online;"Saskatoon Blue.jpg:outdoors:Online,Saskatoon Blue.thumbnail.jpg:outdoors:Online";



;"87676-media";outdoors:Staged;"Nunavut Orange.jpg:outdoors:Staged,Nunavut Orange.thumbnail.jpg:outdoors:Staged";
;"87676-media";outdoors:Online;"Nunavut Orange.jpg:outdoors:Online,Nunavut Orange.thumbnail.jpg:outdoors:Online";



;"87676.1-media";outdoors:Staged;"Nunavut Orange.jpg:outdoors:Staged,Nunavut Orange.thumbnail.jpg:outdoors:Staged";
;"87676.1-media";outdoors:Online;"Nunavut Orange.jpg:outdoors:Online,Nunavut Orange.thumbnail.jpg:outdoors:Online";



;"87676.2-media";outdoors:Staged;"Nunavut Black.jpg:outdoors:Staged,Nunavut Black.thumbnail.jpg:outdoors:Staged";
;"87676.2-media";outdoors:Online;"Nunavut Black.jpg:outdoors:Online,Nunavut Black.thumbnail.jpg:outdoors:Online";



;"84763-media";outdoors:Staged;"Longirod.jpg:outdoors:Staged,Longirod.thumbnail.jpg:outdoors:Staged";
;"84763-media";outdoors:Online;"Longirod.jpg:outdoors:Online,Longirod.thumbnail.jpg:outdoors:Online";



;"987678-media";outdoors:Staged;"Interlaken.jpg:outdoors:Staged,Interlaken.thumbnail.jpg:outdoors:Staged";
;"987678-media";outdoors:Online;"Interlaken.jpg:outdoors:Online,Interlaken.thumbnail.jpg:outdoors:Online";



;"4376-media";outdoors:Staged;"Davos.jpg:outdoors:Staged,Davos.thumbnail.jpg:outdoors:Staged";
;"4376-media";outdoors:Online;"Davos.jpg:outdoors:Online,Davos.thumbnail.jpg:outdoors:Online";



;"483765-media";outdoors:Staged;"Lake Titicaca Blue.jpg:outdoors:Staged,Lake Titicaca Blue.thumbnail.jpg:outdoors:Staged";
;"483765-media";outdoors:Online;"Lake Titicaca Blue.jpg:outdoors:Online,Lake Titicaca Blue.thumbnail.jpg:outdoors:Online";



;"483765.1-media";outdoors:Staged;"Lake Titicaca Blue.jpg:outdoors:Staged,Lake Titicaca Blue.thumbnail.jpg:outdoors:Staged";
;"483765.1-media";outdoors:Online;"Lake Titicaca Blue.jpg:outdoors:Online,Lake Titicaca Blue.thumbnail.jpg:outdoors:Online";



;"483765.2-media";outdoors:Staged;"Lake Titicaca Orange.jpg:outdoors:Staged,Lake Titicaca Orange.thumbnail.jpg:outdoors:Staged";
;"483765.2-media";outdoors:Online;"Lake Titicaca Orange.jpg:outdoors:Online,Lake Titicaca Orange.thumbnail.jpg:outdoors:Online";



;"31415-media";outdoors:Staged;"Nairobi Blue.jpg:outdoors:Staged,Nairobi Blue.thumbnail.jpg:outdoors:Staged";
